,2023年上海国际电影节排片表,,,,,,,,,,
ID,中文片名,英文片名,导演,制片国/地区,时长,日期,放映时间,影院,影厅,影院地址,余票
1254,小镇,SHTTL,艾迪·沃尔特,"乌克兰,法国",114,6月15日,15:30,UME影城（上海新天地店）,Onyx 4K LED巨幕厅,黄浦区兴业路123弄6号楼新天地时尚I座5楼,50
1255,小镇,SHTTL,艾迪·沃尔特,"乌克兰,法国",114,6月17日,15:30,SFC上影影城（丁香路LUXE店）,5号LUXE巨幕厅,浦东新区丁香路858号3楼,50
1256,入境时分 (4K),UPON ENTRY (4K),"亚历杭德罗·罗哈斯, 胡安·塞巴斯蒂安·巴斯克斯",西班牙,77,6月9日,10:30,曹杨影城,1号4K激光厅,普陀区兰溪路125号2楼,50
1257,入境时分 (4K),UPON ENTRY (4K),"亚历杭德罗·罗哈斯, 胡安·塞巴斯蒂安·巴斯克斯",西班牙,77,6月13日,18:30,上海百丽宫影城（陆家嘴中心店）,LUXE厅,浦东新区浦东南路889号陆家嘴中心商场10层L1001单元,50
1258,入境时分 (4K),UPON ENTRY (4K),"亚历杭德罗·罗哈斯, 胡安·塞巴斯蒂安·巴斯克斯",西班牙,77,6月15日,20:40,天山电影院-虹桥艺术中心旗舰店,4号厅,长宁区天山路888号,50
1259,我爱的那个人,THE ONE I LOVE,帕维乌·赫伊布茨基,波兰,94,6月11日,18:30,上海百丽宫影城（环贸iapm店）,激光6号厅,徐汇区淮海中路999号L6-601,50
1260,我爱的那个人,THE ONE I LOVE,帕维乌·赫伊布茨基,波兰,94,6月14日,13:00,上海大光明电影院,3号厅,黄浦区南京西路216号,50
1261,我爱的那个人,THE ONE I LOVE,帕维乌·赫伊布茨基,波兰,94,6月15日,18:30,黄浦剧场,中剧场,黄浦区北京东路780号,50
1262,我爱的那个人,THE ONE I LOVE,帕维乌·赫伊布茨基,波兰,94,6月18日,10:30,上海百丽宫影城（LUXE长宁来福士店）,LUXE激光巨幕厅,长宁区长宁路1123号七层701-703,50
1263,帕尔姆尼肯的悲剧,THE PALMNICKEN TRAGEDY,安德烈·普罗斯库里亚科夫,"俄罗斯,德国,美国,以色列",90,6月12日,18:30,上海百丽宫影城（LUXE协信店）,LUXE激光厅,静安区江场路1228弄21号协信星光广场3楼NL303,50
1264,帕尔姆尼肯的悲剧,THE PALMNICKEN TRAGEDY,安德烈·普罗斯库里亚科夫,"俄罗斯,德国,美国,以色列",90,6月14日,20:40,CMG融媒影城,4号厅,徐汇区龙文路19号1-4层,50
1265,帕尔姆尼肯的悲剧,THE PALMNICKEN TRAGEDY,安德烈·普罗斯库里亚科夫,"俄罗斯,德国,美国,以色列",90,6月16日,15:30,上海大光明电影院,3号厅,黄浦区南京西路216号,50
1266,帕尔姆尼肯的悲剧,THE PALMNICKEN TRAGEDY,安德烈·普罗斯库里亚科夫,"俄罗斯,德国,美国,以色列",90,6月18日,20:40,万达影城（宝山万达广场激光IMAX店）,10号厅,宝山区一二八纪念路936号5楼,50
1267,塑料交响曲,PLASTIC SYMPHONY,尤拉伊·萊霍茨基,"斯洛伐克,波兰,捷克",87,6月10日,18:30,万达影城（金山万达广场IMAX店）,5号厅,金山区龙皓路1188号万达广场4楼,50
1268,塑料交响曲,PLASTIC SYMPHONY,尤拉伊·萊霍茨基,"斯洛伐克,波兰,捷克",87,6月13日,18:30,上海大光明电影院,3号厅,黄浦区南京西路216号,50
1269,塑料交响曲,PLASTIC SYMPHONY,尤拉伊·萊霍茨基,"斯洛伐克,波兰,捷克",87,6月14日,20:40,SFC上影影城（LaLaport上海金桥店）,1号LUXE 杜比全景声厅,浦东新区新金桥路738号啦啦宝都611号店铺,50
1270,焦虑贝鲁特,ANXIOUS IN BEIRUT,扎卡利亚·加布尔,"约旦,黎巴嫩,卡塔尔,西班牙",94,6月11日,20:40,SFC上海影城,3号厅杜比全景声,长宁区新华路160号,50
1271,焦虑贝鲁特,ANXIOUS IN BEIRUT,扎卡利亚·加布尔,"约旦,黎巴嫩,卡塔尔,西班牙",94,6月12日,13:00,上海和平影都,杜比全景声厅,黄浦区西藏中路290号,50
1272,焦虑贝鲁特,ANXIOUS IN BEIRUT,扎卡利亚·加布尔,"约旦,黎巴嫩,卡塔尔,西班牙",94,6月13日,18:30,上海百美汇影城（静安嘉里中心店）,4K激光1号厅,静安区南京西路1551号嘉里中心N4-01,50
1273,焦虑贝鲁特,ANXIOUS IN BEIRUT,扎卡利亚·加布尔,"约旦,黎巴嫩,卡塔尔,西班牙",94,6月14日,18:30,红星电影世界上海吴中路旗舰店,10号厅LUXE巨幕厅,闵行区吴中路1588号爱琴海购物公园7楼,50
1274,焦虑贝鲁特,ANXIOUS IN BEIRUT,扎卡利亚·加布尔,"约旦,黎巴嫩,卡塔尔,西班牙",94,6月16日,20:40,上海百丽宫影城（环贸iapm店）,激光6号厅,徐汇区淮海中路999号L6-601,50
1275,纽约侠客行,THE INSEPARABLES,杰雷米•德居森,"比利时,法国,西班牙",90,6月16日,15:30,SFC上影影城（美罗城店）,4号厅,徐汇区肇嘉浜路1111号美罗城5楼,50
1276,纽约侠客行,THE INSEPARABLES,杰雷米•德居森,"比利时,法国,西班牙",90,6月17日,15:30,上海百丽宫影城（LUXE长宁来福士店）,激光3号厅,长宁区长宁路1123号七层701-703,50
1277,纽约侠客行,THE INSEPARABLES,杰雷米•德居森,"比利时,法国,西班牙",90,6月18日,13:00,上海大光明电影院,3号厅,黄浦区南京西路216号,50
1278,谢谢大家 (4K),THANK YOU GUYS (4K),里卡多·米拉尼,意大利,117,6月15日,20:40,上海科技影城,3号厅,黄浦区南昌路59号3楼,50
1279,谢谢大家 (4K),THANK YOU GUYS (4K),里卡多·米拉尼,意大利,117,6月16日,20:40,上海百丽宫影城（陆家嘴中心店）,LUXE厅,浦东新区浦东南路889号陆家嘴中心商场10层L1001单元,50
1280,谢谢大家 (4K),THANK YOU GUYS (4K),里卡多·米拉尼,意大利,117,6月17日,20:40,天山电影院-虹桥艺术中心旗舰店,4号厅,长宁区天山路888号,50
1281,蜂鸟 (4K),THE HUMMINGBIRD (4K),弗兰切斯卡·阿尔基布吉,"意大利,法国",126,6月11日,15:30,上海百丽宫影城（陆家嘴中心店）,LUXE厅,浦东新区浦东南路889号陆家嘴中心商场10层L1001单元,50
1282,蜂鸟 (4K),THE HUMMINGBIRD (4K),弗兰切斯卡·阿尔基布吉,"意大利,法国",126,6月12日,15:30,上海百丽宫影城（LUXE长宁来福士店）,激光3号厅,长宁区长宁路1123号七层701-703,50
1283,蜂鸟 (4K),THE HUMMINGBIRD (4K),弗兰切斯卡·阿尔基布吉,"意大利,法国",126,6月16日,20:40,橙天嘉禾影城（上海世纪汇CINITY店）,2号CINITY厅,浦东新区世纪大道1192号5楼022商铺,50
1284,蜂鸟 (4K),THE HUMMINGBIRD (4K),弗兰切斯卡·阿尔基布吉,"意大利,法国",126,6月18日,15:30,上海和平影都,杜比全景声厅,黄浦区西藏中路290号,50
1285,纸娃娃 (4K),MY PAPER DOLLS (4K),卢卡·卢奇尼,意大利,101,6月12日,20:40,橙天嘉禾影城（上海世纪汇CINITY店）,2号CINITY厅,浦东新区世纪大道1192号5楼022商铺,50
1286,纸娃娃 (4K),MY PAPER DOLLS (4K),卢卡·卢奇尼,意大利,101,6月13日,20:40,朵云轩杜比全景声影城,1号厅,徐汇区天钥桥路1188号5楼,50
1287,纸娃娃 (4K),MY PAPER DOLLS (4K),卢卡·卢奇尼,意大利,101,6月18日,20:40,CMG融媒影城,4号厅,徐汇区龙文路19号1-4层,50
1288,妮娜,NINA,奥克萨娜·贝奇科娃,"俄罗斯,格鲁吉亚",89,6月13日,18:30,SFC上海影城,2号厅Onyx,长宁区新华路160号,50
1289,妮娜,NINA,奥克萨娜·贝奇科娃,"俄罗斯,格鲁吉亚",89,6月14日,18:30,世纪友谊影城（LUXE南方商城店）,6号LUXE巨幕厅,闵行区沪闵路7250号百联南方二期9楼,50
1290,妮娜,NINA,奥克萨娜·贝奇科娃,"俄罗斯,格鲁吉亚",89,6月15日,20:40,SFC上影影城（LaLaport上海金桥店）,1号LUXE 杜比全景声厅,浦东新区新金桥路738号啦啦宝都611号店铺,50
1291,妮娜,NINA,奥克萨娜·贝奇科娃,"俄罗斯,格鲁吉亚",89,6月17日,10:30,上海百丽宫影城（LUXE长宁来福士店）,激光3号厅,长宁区长宁路1123号七层701-703,50
1292,另一个城市,THE OTHER CITY,李维·凯瑟尔,以色列,71,6月9日,20:40,上海大光明电影院,3号厅,黄浦区南京西路216号,50
1293,另一个城市,THE OTHER CITY,李维·凯瑟尔,以色列,71,6月13日,18:30,上海百丽宫影城（LUXE长宁来福士店）,激光3号厅,长宁区长宁路1123号七层701-703,50
1294,另一个城市,THE OTHER CITY,李维·凯瑟尔,以色列,71,6月14日,20:40,橙天嘉禾影城（上海世纪汇CINITY店）,2号CINITY厅,浦东新区世纪大道1192号5楼022商铺,50
1295,另一个城市,THE OTHER CITY,李维·凯瑟尔,以色列,71,6月17日,20:40,朵云轩杜比全景声影城,1号厅,徐汇区天钥桥路1188号5楼,50
1296,巴格达梅西,BAGHDAD MESSI,萨希姆•奥马尔•凯利法,"伊拉克,比利时,荷兰",84,6月10日,13:00,博纳UA梅龙镇广场电影城,2号全景声厅,静安区南京西路1038号梅龙镇广场10楼,50
1297,巴格达梅西,BAGHDAD MESSI,萨希姆•奥马尔•凯利法,"伊拉克,比利时,荷兰",84,6月11日,13:00,SFC上影影城（丁香路LUXE店）,5号LUXE巨幕厅,浦东新区丁香路858号3楼,50
1298,巴格达梅西,BAGHDAD MESSI,萨希姆•奥马尔•凯利法,"伊拉克,比利时,荷兰",84,6月13日,18:30,AMG海上明珠影城环球港店,RealD 7号厅,普陀区中山北路3300号环球港L4039,50
1299,琴音芳华,DIVERTIMENTO,玛丽-卡斯迪耶·芒颂-沙尔,法国,115,6月10日,15:30,万达影城（宝山万达广场激光IMAX店）,10号厅,宝山区一二八纪念路936号5楼,50
1300,琴音芳华,DIVERTIMENTO,玛丽-卡斯迪耶·芒颂-沙尔,法国,115,6月13日,20:40,SFC上影影城（丁香路LUXE店）,5号LUXE巨幕厅,浦东新区丁香路858号3楼,50
1301,琴音芳华,DIVERTIMENTO,玛丽-卡斯迪耶·芒颂-沙尔,法国,115,6月14日,13:00,上海百丽宫影城（LUXE长宁来福士店）,激光3号厅,长宁区长宁路1123号七层701-703,50
1302,琴音芳华,DIVERTIMENTO,玛丽-卡斯迪耶·芒颂-沙尔,法国,115,6月18日,15:30,上海百丽宫影城（LUXE协信店）,LUXE激光厅,静安区江场路1228弄21号协信星光广场3楼NL303,50
1303,第六个孩子,THE SIXTH CHILD,利奥波德·罗格朗,法国,93,6月11日,20:40,万达影城（宝山万达广场激光IMAX店）,10号厅,宝山区一二八纪念路936号5楼,50
1304,第六个孩子,THE SIXTH CHILD,利奥波德·罗格朗,法国,93,6月12日,20:40,华谊兄弟上海长风店,2号厅（4K SUPER CINEMA）,普陀区大渡河路196号长风大悦城5楼华谊兄弟上海影院,50
1305,第六个孩子,THE SIXTH CHILD,利奥波德·罗格朗,法国,93,6月18日,20:40,SFC上影影城（LaLaport上海金桥店）,1号LUXE 杜比全景声厅,浦东新区新金桥路738号啦啦宝都611号店铺,50
1306,短暂的偷情纪实,DIARY OF A FLEETING AFFAIR,埃马纽埃尔·穆雷,法国,101,6月9日,20:40,SFC上海影城,2号厅Onyx,长宁区新华路160号,50
1307,短暂的偷情纪实,DIARY OF A FLEETING AFFAIR,埃马纽埃尔·穆雷,法国,101,6月10日,20:40,朵云轩杜比全景声影城,1号厅,徐汇区天钥桥路1188号5楼,50
1308,短暂的偷情纪实,DIARY OF A FLEETING AFFAIR,埃马纽埃尔·穆雷,法国,101,6月11日,20:40,天山电影院-虹桥艺术中心旗舰店,4号厅,长宁区天山路888号,50
1309,短暂的偷情纪实,DIARY OF A FLEETING AFFAIR,埃马纽埃尔·穆雷,法国,101,6月15日,20:40,世纪友谊影城（LUXE南方商城店）,6号LUXE巨幕厅,闵行区沪闵路7250号百联南方二期9楼,50
1310,早春二月 (4K),EARLY SPRING (4K),谢铁骊,中国,120,6月10日,10:30,上海大光明电影院,2号厅,黄浦区南京西路216号,50
1311,早春二月 (4K),EARLY SPRING (4K),谢铁骊,中国,120,6月13日,15:30,朵云轩杜比全景声影城,1号厅,徐汇区天钥桥路1188号5楼,50
1312,早春二月 (4K),EARLY SPRING (4K),谢铁骊,中国,120,6月16日,13:00,上海百美汇影城（静安嘉里中心店）,4K激光1号厅,静安区南京西路1551号嘉里中心N4-01,50
1313,邦妮：金牌选角人,BONNIE,西蒙·沃顿,美国,83,6月10日,10:30,天山电影院-虹桥艺术中心旗舰店,4号厅,长宁区天山路888号,50
1314,邦妮：金牌选角人,BONNIE,西蒙·沃顿,美国,83,6月12日,10:30,曹杨影城,1号4K激光厅,普陀区兰溪路125号2楼,50
1315,邦妮：金牌选角人,BONNIE,西蒙·沃顿,美国,83,6月13日,13:00,上海百丽宫影城（LUXE长宁来福士店）,LUXE激光巨幕厅,长宁区长宁路1123号七层701-703,50
1316,邦妮：金牌选角人,BONNIE,西蒙·沃顿,美国,83,6月14日,10:30,上海和平影都,杜比全景声厅,黄浦区西藏中路290号,50
1317,幸存者们,WHITE PARADISE,纪尧姆·勒努松,法国,95,6月10日,18:30,上海百丽宫影城（LUXE长宁来福士店）,激光3号厅,长宁区长宁路1123号七层701-703,50
1318,幸存者们,WHITE PARADISE,纪尧姆·勒努松,法国,95,6月11日,18:30,朵云轩杜比全景声影城,1号厅,徐汇区天钥桥路1188号5楼,50
1319,幸存者们,WHITE PARADISE,纪尧姆·勒努松,法国,95,6月18日,18:30,CMG融媒影城,8号厅（杜比全景声CINITY）,徐汇区龙文路19号1-4层,50
1320,瞬息全宇宙 (4K),EVERYTHING EVERYWHERE ALL AT ONCE (4K),关家永 / 丹尼尔·施纳特,美国,141,6月11日,15:30,天山电影院-虹桥艺术中心旗舰店,剧院厅,长宁区天山路888号,50
1321,瞬息全宇宙 (4K),EVERYTHING EVERYWHERE ALL AT ONCE (4K),关家永 / 丹尼尔·施纳特,美国,141,6月14日,15:30,SFC上海影城,1号厅杜比剧场,长宁区新华路160号,50
1322,瞬息全宇宙 (4K),EVERYTHING EVERYWHERE ALL AT ONCE (4K),关家永 / 丹尼尔·施纳特,美国,141,6月15日,15:30,上海大光明电影院,1号厅,黄浦区南京西路216号,50
1323,瞬息全宇宙 (4K),EVERYTHING EVERYWHERE ALL AT ONCE (4K),关家永 / 丹尼尔·施纳特,美国,141,6月17日,15:30,上海大光明电影院,1号厅,黄浦区南京西路216号,50
1324,最后一夜,ONE LAST EVENING,卢卡斯·纳特拉斯,德国,91,6月14日,18:30,上海百丽宫影城（LUXE长宁来福士店）,激光3号厅,长宁区长宁路1123号七层701-703,50
1325,最后一夜,ONE LAST EVENING,卢卡斯·纳特拉斯,德国,91,6月15日,15:30,朵云轩杜比全景声影城,1号厅,徐汇区天钥桥路1188号5楼,50
1326,最后一夜,ONE LAST EVENING,卢卡斯·纳特拉斯,德国,91,6月16日,13:00,上海百丽宫影城（环贸iapm店）,激光6号厅,徐汇区淮海中路999号L6-601,50
1327,另一个账号,THE OTHER PROFILE,阿梅尔·霍斯蒂欧,法国,82,6月10日,15:30,上海大光明电影院,3号厅,黄浦区南京西路216号,50
1328,另一个账号,THE OTHER PROFILE,阿梅尔·霍斯蒂欧,法国,82,6月14日,18:30,上海百丽宫影城（LUXE协信店）,LUXE激光厅,静安区江场路1228弄21号协信星光广场3楼NL303,50
1329,另一个账号,THE OTHER PROFILE,阿梅尔·霍斯蒂欧,法国,82,6月17日,8:30,朵云轩杜比全景声影城,1号厅,徐汇区天钥桥路1188号5楼,50
1330,走线 (4K),THE CARAVAN (4K),努里亚•克拉维罗 / 艾托•帕拉西奥斯,"西班牙,墨西哥",76,6月10日,10:30,朵云轩杜比全景声影城,1号厅,徐汇区天钥桥路1188号5楼,50
1331,走线 (4K),THE CARAVAN (4K),努里亚•克拉维罗 / 艾托•帕拉西奥斯,"西班牙,墨西哥",76,6月11日,10:30,上海百丽宫影城（LUXE长宁来福士店）,激光3号厅,长宁区长宁路1123号七层701-703,50
1332,走线 (4K),THE CARAVAN (4K),努里亚•克拉维罗 / 艾托•帕拉西奥斯,"西班牙,墨西哥",76,6月14日,20:40,上海百丽宫影城（环贸iapm店）,激光6号厅,徐汇区淮海中路999号L6-601,50
1333,走线 (4K),THE CARAVAN (4K),努里亚•克拉维罗 / 艾托•帕拉西奥斯,"西班牙,墨西哥",76,6月18日,13:00,黄浦剧场,中剧场,黄浦区北京东路780号,50
1334,刺杀小说家 (3D),A WRITER'S ODYSSEY (3D),路阳,中国,134,6月9日,20:40,上海百丽宫影城（LUXE协信店）,LUXE激光厅,静安区江场路1228弄21号协信星光广场3楼NL303,50
1335,刺杀小说家 (3D),A WRITER'S ODYSSEY (3D),路阳,中国,134,6月10日,15:30,SFC上海影城,3号厅杜比全景声,长宁区新华路160号,50
1336,大李小李和老李（沪语版）,"BIG LI, LITTLE LI AND OLD LI",谢晋,中国,90,6月10日,13:00,SFC上影影城（LaLaport上海金桥店）,1号LUXE 杜比全景声厅,浦东新区新金桥路738号啦啦宝都611号店铺,50
1337,大李小李和老李（沪语版）,"BIG LI, LITTLE LI AND OLD LI",谢晋,中国,90,6月14日,18:30,上海大光明电影院,3号厅,黄浦区南京西路216号,50
1338,大李小李和老李（沪语版）,"BIG LI, LITTLE LI AND OLD LI",谢晋,中国,90,6月17日,8:30,天山电影院-虹桥艺术中心旗舰店,4号厅,长宁区天山路888号,50
1339,大李小李和老李（沪语版）,"BIG LI, LITTLE LI AND OLD LI",谢晋,中国,90,6月18日,13:00,SFC上海影城,3号厅杜比全景声,长宁区新华路160号,50
1340,清凉寺钟声,BELL OF PURITY TEMPLE,谢晋,中国,121,6月10日,15:30,CGV影城（白玉兰广场IMAX店）,8号厅,虹口区东长治路588号上海白玉兰广场商业裙房3层11号铺位,50
1341,清凉寺钟声,BELL OF PURITY TEMPLE,谢晋,中国,121,6月15日,13:00,上海百丽宫影城（LUXE长宁来福士店）,激光3号厅,长宁区长宁路1123号七层701-703,50
1342,鸦片战争 (4K),THE OPIUM WAR (4K),谢晋,中国,145,6月11日,15:30,博纳UA梅龙镇广场电影城,2号全景声厅,静安区南京西路1038号梅龙镇广场10楼,50
1343,鸦片战争 (4K),THE OPIUM WAR (4K),谢晋,中国,145,6月16日,15:30,朵云轩杜比全景声影城,1号厅,徐汇区天钥桥路1188号5楼,50
1344,鸦片战争 (4K),THE OPIUM WAR (4K),谢晋,中国,145,6月16日,15:30,上海百美汇影城（静安嘉里中心店）,4K激光1号厅,静安区南京西路1551号嘉里中心N4-01,50
1345,梅的白天和黑夜,MAY,罗冬,中国,85,6月12日,18:30,SFC上海影城,3号厅杜比全景声,长宁区新华路160号,50
1346,梅的白天和黑夜,MAY,罗冬,中国,85,6月13日,15:30,博纳UA梅龙镇广场电影城,2号全景声厅,静安区南京西路1038号梅龙镇广场10楼,50
1347,梅的白天和黑夜,MAY,罗冬,中国,85,6月14日,18:30,SFC上影影城（美罗城店）,4号厅,徐汇区肇嘉浜路1111号美罗城5楼,50
1348,梅的白天和黑夜,MAY,罗冬,中国,85,6月17日,18:30,CGV影城（白玉兰广场IMAX店）,8号厅,虹口区东长治路588号上海白玉兰广场商业裙房3层11号铺位,50
1349,甜蜜的家,HOME SWEET HOME,斋藤工,日本,114,6月11日,15:30,上海市沪北电影院,1号厅,静安区洛川东路500号3楼,50
1350,甜蜜的家,HOME SWEET HOME,斋藤工,日本,114,6月12日,10:30,天山电影院-宛平剧院影城,1号厅,徐汇区中山南二路859号,50
1351,甜蜜的家,HOME SWEET HOME,斋藤工,日本,114,6月13日,10:30,天山电影院-虹桥艺术中心旗舰店,剧院厅,长宁区天山路888号,50
1352,甜蜜的家,HOME SWEET HOME,斋藤工,日本,114,6月16日,10:30,上海美琪大戏院,观众厅,静安区江宁路66号,50
1353,甜蜜的家,HOME SWEET HOME,斋藤工,日本,114,6月17日,13:00,上海大光明电影院,1号厅,黄浦区南京西路216号,50
1354,琳达想吃鸡肉！,CHICKEN FOR LINDA!,"基亚拉·梅尔特, 塞巴斯蒂安·劳德巴克","法国,意大利",77,6月16日,18:30,博纳UA梅龙镇广场电影城,3号厅,静安区南京西路1038号梅龙镇广场10楼,50
1355,琳达想吃鸡肉！,CHICKEN FOR LINDA!,"基亚拉·梅尔特, 塞巴斯蒂安·劳德巴克","法国,意大利",77,6月17日,13:00,橙天嘉禾影城（上海世纪汇CINITY店）,2号CINITY厅,浦东新区世纪大道1192号5楼022商铺,50
